/*
本文件为对所有语料中实体对的数量进行统计。最右侧数值表示同一个实体对出现的句子数量，建议采用基于远程监督的关系抽取方法学习语义关系
本数据集版权由csdn博主【华师数据学院·王嘉宁】所有，如若您的科研、毕设等中使用本数据集，请在您的科研成果或论文中引用该博文：https://blog.csdn.net/qq_36426650/article/details/87719204。
本数据集因主要爬取百度百科、互动百科和博客园，因此仅供科研使用，禁止任何形式的商业行为。
*/
[entity_pair_id] [entity1] [entity2] [sample_num]
122 频度 算法 21
123 插入 线性表 60
124 栈顶 栈底 60
125 插入 元素 60
126 元素 栈顶 60
127 进栈 出栈 60
128 数据结构 数据 60
129 数据结构 线性表 52
130 数据 栈顶 20
131 删除 栈底指针 2
132 插入 删除 60
133 栈底 栈顶 35
134 元素 空栈 15
135 插入 进栈 15
136 程序 栈顶 14
137 压栈 栈顶 11
138 活动 记录 15
139 编译 变量 60
140 指针 进栈 20
141 进栈 元素 60
142 指针 栈顶 26
143 顺序栈 程序 2
144 排序 算法 60
145 归并排序 排序 60
146 指针 排序 48
147 指针 元素 60
148 输出 排序 60
149 归并排序 快速排序 29
150 快速排序 排序 60
151 归并排序 元素 19
152 排序 元素 60
153 元素 排序 60
154 算法 递归 60
155 归并排序 内存 18
156 归并排序 时间复杂度 60
157 归并排序 有序表 22
158 排序 文件 60
159 归并排序 算法 60
160 前缀树 数据结构 12
161 指针 数据 60
162 数组 空指针 9
163 字符串 空串 34
164 内存 指针数组 2
165 指针 数组 60
166 结点 非空指针 5
167 插入 检索 60
168 排序 结点 60
169 根结点 字符 26
170 结点 字符串 60
171 结点 内存 60
172 根结点 检索 60
173 字符 结点 60
174 数据域 检索 4
175 索引 检索 60
176 关键字 数据 60
177 三叉树 算法 3
178 顶点 邻接点 60
179 随机存取 数据 3
180 顺序存取 数据 2
181 数据 输入 60
182 内存 插入 39
183 大O表示法 时间复杂度 9
184 编码 算法 60
185 编译 算法 9
186 检索 数据 60
187 时间复杂度 大O表示法 6
188 常量 时间复杂度 7
189 时间复杂度 常量 11
190 频度 程序 16
191 遍历二叉树 后序遍历 3
192 后序遍历 递归算法 16
193 左子树 根结点 60
194 遍历 左子树 60
195 后序遍历 左子树 43
196 遍历 中序遍历 60
197 路径 结点 60
198 后序遍历 右子树 51
199 压栈 右子树 1
200 线性链表 数组 3
201 指针 程序 60
202 数组 链表 60
203 数组 数据域 4
204 存储结构 元素 30
205 线性表 插入 60
206 修改 元素 60
207 元素 删除 60
208 删除 结点 60
209 链表 程序 32
210 简单路径 路径 11
211 路径 简单路径 10
212 顶点 路径 60
213 顶点 集合 60
214 顶点 数据元素 8
215 顶点 简单路径 16
216 顶点 回路 56
217 顶点 连通图 32
218 存储结构 图结构 3
219 数组 数据 60
220 邻接矩阵 顶点 60
221 顶点 单向链表 15
222 数组 指针 60
223 邻接多重表 十字链表 5
224 顶点 图的遍历 15
225 分治法 算法 60
226 算法 归并排序 51
227 算法 分治法 60
228 分治法 递归 60
229 递归 算法 60
230 贪心法 动态规划法 11
231 分治法 动态规划法 27
232 顺序表 算法 12
233 顺序表 数据 31
234 数据 数组 60
235 形式参数 变量 60
236 实值参数 形式参数 60
237 函数名 参数 60
238 数组 变量 60
239 程序 形式参数 10
240 形式参数 实值参数 60
241 形式参数 内存 16
242 变量 内存 60
243 实值参数 变量 60
244 B+树 数据 60
245 B+树 修改 1
246 B+树 元素 12
247 B树 B+树 60
248 结点 根结点 60
249 结点 关键字 60
250 B+树 数据结构 23
251 B+树 插入 59
252 元素 二叉树 25
253 B+树 结点 60
254 结点 深度 60
255 B+树 平衡二叉排序树 2
256 B树 结点 60
257 B+树 指针 60
258 元素 子树 29
259 结点 元素 60
260 左子树 右子树 60
261 B+树 B树 60
262 根结点 内部结点 9
263 外部结点 结点 10
264 检索 二叉排序树 60
265 检索 指针 60
266 结点 折半查找 37
267 插入 结点 60
268 元素 结点 60
269 递归 根结点 45
270 检索 删除 60
271 结点 删除 60
272 兄弟结点 结点 60
273 父结点 兄弟结点 60
274 递归 删除 22
275 插入排序 排序 60
276 插入排序 数据 60
277 排序 数组 60
278 排序 记录 60
279 数据元素 数据项 49
280 记录 数据项 22
281 记录 关键字 60
282 文件 记录 60
283 记录 排序 60
284 排序 内部排序 26
285 外部排序 排序 21
286 插入排序 归并排序 11
287 排序 基数排序 60
288 算法 记录 60
289 折半插入排序 排序 7
290 直接插入排序 排序 60
291 记录 插入 60
292 数组 插入 60
293 插入 记录 60
294 直接插入排序 算法 52
295 记录 赋值 12
296 数组 记录 60
297 折半插入排序 文件 1
298 折半插入排序 算法 5
299 索引 插入 60
300 元素 插入 60
301 排序 插入 60
302 元素 插入排序 60
303 数组 插入排序 56
304 起泡排序 数组 26
305 插入 数组 60
306 元素 算法 60
307 插入排序 数组 60
308 折半查找 排序 18
309 检索 插入 60
310 插入排序 赋值 14
311 插入排序 时间复杂度 45
312 排序 插入排序 60
313 弗洛伊德算法 迪杰斯特拉算法 1
314 最短路径 算法 60
315 顶点 最短路径 60
316 路径 算法 60
317 算法 检索 60
318 算法 正则表达式 5
319 弗洛伊德算法 算法 32
320 带权邻接矩阵 递归 2
321 顶点 记录 26
322 顶点 插入 15
323 弗洛伊德算法 多源最短路径 4
324 稠密图 迪杰斯特拉算法 1
325 时间复杂度 数据 60
326 算法 最短路径 60
327 模式匹配 算法 60
328 算法 关键字 28
329 BM算法 字符串 4
330 关键字 算法 29
331 字符串 字符 60
332 字符串 子串 60
333 检索 字符串 60
334 检索 字符 60
335 BM算法 字符 34
336 字符 后继 7
337 字符 算法 52
338 字符 字符串 60
339 字符 检索 55
340 结点 最短路径 60
341 迪杰斯特拉算法 最短路径 46
342 算法 结点 60
343 无向图 路径 50
344 最短路径 结点 60
345 迪杰斯特拉算法 遍历 2
346 算法 数据结构 60
347 贪心法 算法 11
348 结点 记录 60
349 遍历 结点 60
350 散列 数据结构 60
351 哈希函数 记录 25
352 关键字 哈希函数 60
353 哈希函数 哈希表 60
354 哈希地址 冲突 42
355 关键字 记录 60
356 数据 哈希函数 34
357 关键字 哈希地址 60
358 数字分析法 冲突 4
359 冲突 哈希地址 60
360 关键字 编码 5
361 折叠法 关键字 12
362 移位叠加 间界叠加 7
363 哈希地址 关键字 21
364 除留余数法 哈希表 5
365 关键字 取模 20
366 线性探测 散列 60
367 哈希函数 冲突 60
368 哈希表 检索 60
369 冲突 检索 60
370 哈希表 查找效率 6
371 查找效率 冲突 3
372 冲突 查找效率 26
373 哈希表 装填因子 39
374 元素 冲突 60
375 平均查找长度 冲突 5
376 散列 算法 60
377 输入 散列 60
378 算法 数据 60
379 算法 哈希函数 32
380 散列 文件 60
381 算法 文件 60
382 文件 散列 58
383 算法 散列 60
384 文件 修改 60
385 文件 删除 60
386 哈希表 哈希地址 44
387 哈希表 关键字 60
388 查找表 关键字 20
389 关键字 集合 60
390 数据结构 算法 60
391 深度 内存 15
392 深度 文件 11
393 内存 深度 8
394 深度 数据 60
395 结点 链表 60
396 结点 头结点 60
397 循环链表 结点 28
398 结点 检索 60
399 指针 单向循环链表 10
400 链表 线性表 38
401 指针 遍历 58
402 循环链表 指针 16
403 头指针 指针 52
404 单向链表 结点 60
405 结点 单向循环链表 2
406 指针域 头结点 11
407 线性表 数据元素 60
408 数据元素 前驱 24
409 数据元素 后继 28
410 删除 元素 60
411 子图 子树 2
412 删除 子树 55
413 二叉树 左子树 60
414 右子树 二叉树 60
415 完全图 无向图 7
416 完全图 顶点 10
417 顶点 完全图 18
418 完全图 符号表 2
419 完全图 有向图 5
420 顶点 索引 23
421 结点 完全图 9
422 无向完全图 顶点 8
423 无向图 完全图 8
424 无向图 无向完全图 11
425 有向图 有向完全图 14
426 顶点 无向完全图 14
427 散列文件 文件 6
428 哈希表 记录 37
429 哈希表 散列文件 1
430 检索 顺序查找 46
431 记录 删除 60
432 散列文件 记录 8
433 询问 文件 7
434 克鲁斯卡尔算法 算法 10
435 普里姆算法 算法 28
436 算法 克鲁斯卡尔算法 22
437 子图 顶点 57
438 森林 子图 6
439 结点 连通分量 39
440 算法 连通分量 8
441 最小生成树 连通分量 8
442 空串 字符串 22
443 空串 内存 7
444 空串 字符 11
445 枚举型 数据类型 2
446 常量 字符型 4
447 数据类型 枚举型 13
448 元素 常量 15
449 元素 赋值 60
450 元素 前驱 51
451 输入 字符 60
452 枚举型 布尔型 1
453 常量 运算符 10
454 变量 集合 55
455 赋值语句 赋值 47
456 实型 整型 2
457 并查集 元素 17
458 数据 数据结构 60
459 时间复杂度 并查集 9
460 并查集 询问 9
461 数据结构 时间复杂度 45
462 元素 根结点 60
463 元素 集合 60
464 元素 检索 60
465 集合 并查集 14
466 集合 元素 60
467 输入 集合 60
468 集合 输出 31
469 数据结构 图结构 2
470 输入 数据 60
471 程序 输入 60
472 结点 单向链表 60
473 结点 集合 60
474 结点 指针 60
475 链表 结点 60
476 链表 线性关系 2
477 指针 集合 25
478 并查集 集合 55
479 并查集 森林 9
480 集合 时间复杂度 17
481 根结点 父结点 60
482 线性关系 时间复杂度 1
483 单向链表 深度 4
484 结点 父结点 60
485 程序 递归 60
486 路径 检索 53
487 修改 结点 60
488 赋值语句 变量 26
489 算法 赋值语句 4
490 赋值语句 程序 2
491 表达式 变量 60
492 变量 表达式 60
493 程序 赋值语句 10
494 变量 字符串 60
495 表达式 赋值 60
496 算法 变量 60
497 赋值 数组 60
498 变量名 表达式 10
499 赋值语句 数据类型 4
500 指针 空类型 2
501 赋值 运算符 60
502 数据类型 元素 37
503 赋值语句 表达式 15
504 运算符 赋值 60
505 字符串 运算符 36
506 变量 元素 60
507 元素 数据类型 60
508 赋值语句 变量名 1
509 表达式 条件语句 5
510 条件语句 程序 6
511 程序 路径 60
512 条件语句 集合 2
513 变量 输出 60
514 输入 程序 60
515 表达式 字符串 60
516 算法 程序 60
517 程序 条件语句 4
518 表达式 程序 50
519 程序 逻辑结构 15
520 数据 算法 60
521 算法 集合 60
522 集合 算法 55
523 P问题 贪心法 3
524 输入 遍历 25
525 遍历 算法 60
526 最小生成树 算法 60
527 算法 单源最短路径 31
528 遗传算法 模拟退火算法 4
529 出栈 进栈 60
530 进栈 数据 22
531 背包问题 后进先出 2
532 算法 表达式 22
533 出栈 元素 60
534 等价关系 集合 15
535 等价关系 等价类 18
536 顺序栈 存储结构 7
537 数据元素 栈顶 1
538 栈顶 进栈 60
539 元素 数组 60
540 记录 栈顶 6
541 进栈 栈顶 46
542 删除 栈顶 33
543 存储结构 顺序栈 4
544 数组 进栈 5
545 栈底 元素 13
546 结点 数组 60
547 存储结构 数组 41
548 树形结构 文件 3
549 结点 有序树 15
550 结点 无序树 9
551 存储密度 结点 6
552 存储结构 存储密度 2
553 数据 结点 60
554 数据 数据元素 40
555 数据元素 指针 17
556 参数 变量 60
557 参数 参数列表 38
558 函数名 参数列表 17
559 参数列表 参数 60
560 集合 三元组 1
561 三元组 数据结构 6
562 稀疏矩阵 三元组表 14
563 存储结构 三元组表 1
564 稀疏矩阵 内存 18
565 元素 三元组 24
566 三元组 元素 30
567 三元组 结点 8
568 排序 指针 26
569 元素 二元组 4
570 二叉树 根结点 60
571 根结点 深度 60
572 结点 数据 60
573 线性表 队列 34
574 队尾 删除 24
575 元素 空队列 17
576 队列 元素 60
577 元素 出队 60
578 队列 指针 60
579 队头指针 队头元素 12
580 队尾指针 元素 8
581 队尾 元素 40
582 队头 元素 16
583 删除 队列 60
584 队列 空队列 39
585 插入 出队 5
586 队列 出队 60
587 队列 进栈 6
588 入队 出队 60
589 队列 入队 60
590 指针 队列 43
591 队列 循环队列 54
592 循环队列 队列 53
593 元素 循环队列 7
594 队列 数组 60
595 指针 队头元素 3
596 队尾指针 队尾元素 5
597 元素 头指针 13
598 头指针 出队 3
599 元素 入队 60
600 队尾 入队 9
601 入队 算法 7
602 结点 队头元素 1
603 线性链表 队列 2
604 链表 队列 60
605 队列 链表 60
606 链表 遍历 60
607 插入 队尾 32
608 删除 字符 60
609 循环队列 算法 8
610 外部排序 内部排序 5
611 记录 内存 60
612 内部排序 记录 8
613 数据元素 关键字 12
614 起泡排序 折半插入排序 1
615 排序 关键字 60
616 插入 排序 60
617 排序 数据 60
618 元素 数据元素 44
619 选择排序 排序 60
620 文件 选择排序 9
621 记录 选择排序 26
622 数据 插入 60
623 插入 数据 60
624 直接插入排序 希尔排序 20
625 插入排序 算法 60
626 快速排序 数据 60
627 希尔排序 算法 60
628 算法 快速排序 60
629 排序 希尔排序 26
630 排序 数据项 22
631 希尔排序 插入排序 60
632 数据 快速排序 52
633 遍历 数据 60
634 排序 递归 60
635 数据 递归 57
636 割点 排序 2
637 递归 数据 60
638 递归 排序 60
639 递归 快速排序 43
640 记录 链表 46
641 排序 先进先出 4
642 出队 输出 6
643 排序 链表 42
644 链表 修改 25
645 排序 输入 41
646 树形选择排序 排序 4
647 排序 右子树 1
648 字符 子串 60
649 字符串 变量 60
650 出度 结点 19
651 算法 后序遍历 3
652 右子树 根结点 60
653 冲突 结点 32
654 结点 冲突 23
655 哈希表 冲突 60
656 冲突 活动 2
657 冲突 正确性 1
658 哈夫曼编码 编码 45
659 二叉树 编码 27
660 算法 编码 55
661 编码 数据 60
662 哈夫曼编码 数据结构 4
663 哈夫曼编码 字符 17
664 数据 哈夫曼树 6
665 数据 编码 60
666 编码 程序 60
667 哈夫曼树 字符 12
668 字符 哈夫曼树 24
669 结点 哈夫曼树 37
670 最优二叉树 数据 3
671 结点 队列 60
672 队列 结点 60
673 记录 父结点 24
674 指针数组 结点 4
675 队列 索引 18
676 编码 输出 60
677 哈夫曼树 结点 60
678 输入 编码 60
679 结点 输出 60
680 元素 编码 12
681 叶子结点 字符 10
682 叶子结点 编码 32
683 字符串 指针数组 5
684 结点 遍历 60
685 编码 内存 22
686 结点 编码 46
687 输入 字符串 60
688 叶子结点 字符串 5
689 字符串 编码 60
690 普里姆算法 最小生成树 26
691 算法 顶点 60
692 集合 结点 60
693 输出 集合 49
694 二叉堆 普里姆算法 2
695 邻接矩阵 邻接表 60
696 结点 文件 60
697 文件 深度优先遍历 31
698 深度优先遍历 文件 49
699 深度优先遍历 结点 60
700 深度优先遍历 顶点 60
701 邻接点 深度优先遍历 20
702 路径 顶点 60
703 深度优先遍历 广度优先遍历 58
704 程序 广度优先遍历 4
705 深度优先遍历 数组 19
706 递归 深度优先遍历 22
707 程序 算法 60
708 算法 回溯法 19
709 算法 先序遍历 4
710 记录 路径 60
711 单向链表 链表 60
712 链表 指针 60
713 变量 结点 60
714 线性结构 链表结构 5
715 删除 数据 60
716 数据 线性表 15
717 单向链表 删除 60
718 插入 输出 12
719 变量 指针 60
720 链表 头指针 59
721 输出 结点 60
722 输出 头指针 3
723 单向链表 存储结构 14
724 链表 删除 60
725 删除 链表 60
726 头指针 结点 60
727 单向链表 插入 60
728 插入 链表 60
729 链表 插入 60
730 指针 变量 60
731 链表 头结点 60
732 选择排序 结点 4
733 单向链表 选择排序 6
734 链表 选择排序 3
735 有序链表 链表 8
736 结点 前驱 60
737 指针 结点 60
738 有序链表 结点 6
739 直接插入排序 链表 1
740 链表 有序链表 11
741 单向链表 直接插入排序 3
742 链表 直接插入排序 6
743 直接插入排序 有序表 4
744 元素 有序表 19
745 插入 有序表 36
746 数据 有序表 4
747 有序表 记录 20
748 直接插入排序 时间复杂度 42
749 检索 记录 60
750 关键字 检索 60
751 关键字 直接插入排序 8
752 算法 哨兵 5
753 检索 变量 60
754 单向链表 头结点 59
755 记录 文件 60
756 文件 关键字 60
757 表达式树 表达式 54
758 表达式 数据结构 12
759 稀疏图 数据结构 1
760 稀疏图 完全图 1
761 数据结构 稀疏图 2
762 集合 空树 5
763 空树 深度 15
764 空树 结点 36
765 集合 线索 2
766 文件 检索 60
767 检索 索引 60
768 检索 集合 60
769 检索 排序 60
770 运算符 操作数 60
771 表达式 中缀表达式 53
772 哈希表 哈希函数 60
773 关键字 元素 60
774 冲突 关键字 32
775 哈希地址 线性链表 2
776 除留余数法 关键字 3
777 散列 哈希表 60
778 开放定址法 冲突 31
779 插入 冲突 34
780 冲突 哈希表 60
781 数据元素 存储地址 3
782 存储地址 数据元素 2
783 冲突 存储地址 7
784 关键字 冲突 57
785 存储结构 冲突 2
786 索引顺序文件 记录 3
787 记录 主关键字 9
788 索引顺序文件 索引 7
789 文件 索引顺序文件 7
790 文件 索引 60
791 索引项 索引 10
792 检索 链表 60
793 修改 索引项 5
794 虚拟存储存取方法 索引顺序文件 3
795 文件 数据 60
796 数据 控制区间 1
797 控制区间 文件 2
798 控制区间 数据 1
799 索引 B+树 60
800 索引项 控制区间 1
801 控制区间 索引项 4
802 文件 顺序存取 6
803 结点 控制区间 3
804 文件 控制区间 15
805 控制区间 记录 7
806 控制区间 索引 4
807 插入 关键字 60
808 插入 控制区间 3
809 控制区间 结点 1
810 删除 记录 60
811 B+树 文件 33
812 线性探测 冲突 39
813 哈希表 数据结构 60
814 散列 线性探测 10
815 冲突 哈希函数 60
816 哈希函数 插入 10
817 插入 算法 60
818 哈希表 内存 22
819 哈希表 删除 28
820 健壮性 输入 5
821 健壮性 正确性 6
822 编码 正确性 3
823 交换排序 记录 5
824 程序 交换排序 1
825 物理结构 文件 14
826 数据结构 映像 8
827 数据 文件 60
828 数据 字典 60
829 文件 路径 60
830 文件 参数 60
831 数据 修改 60
832 参数 文件 60
833 修改 文件 60
834 修改 数据 60
835 字典 文件 20
836 存储结构 链式存储结构 40
837 数据 逻辑结构 60
838 结点 存储结构 16
839 程序 数组 60
840 链式存储结构 指针 12
841 数据 存储结构 60
842 数组 前驱 4
843 链式存储结构 结点 9
844 数据 链式存储结构 4
845 后继 结点 60
846 前驱 指针域 5
847 可行性 程序 2
848 文件 可行性 2
849 可行性 文件 2
850 线索二叉树 线索化 7
851 结点 线索 15
852 线索 线索链表 3
853 线索 线索二叉树 11
854 线索链表 后继 1
855 线性结构 结点 17
856 二叉树 结点 60
857 前驱 后继 60
858 二叉树 指针 44
859 中序遍历 二叉树 54
860 线索 子树 1
861 记录 后继 3
862 线索 结点 9
863 左孩子 右孩子 60
864 前驱 线索 7
865 线索二叉树 二叉树 8
866 指针域 线索 2
867 指针 线索 14
868 二叉树 线索 15
869 二叉树 递归算法 9
870 线索化 算法 8
871 检索 后继 31
872 线索二叉树 前驱 6
873 中序遍历 结点 60
874 后继 算法 4
875 前驱 算法 4
876 左子树 前驱 8
877 右子树 前驱 4
878 线索二叉树 结点 17
879 结点 右孩子 60
880 左孩子 双亲 3
881 右子树 后序遍历 3
882 结点 线索二叉树 1
883 检索 前驱 22
884 父结点 根结点 60
885 根结点 集合 34
886 根结点 子树 60
887 子树 度 23
888 双亲结点 结点 17
889 结点 兄弟结点 60
890 有序树 结点 13
891 子树 二叉树 45
892 路径 最优二叉树 3
893 遍历 后序遍历 44
894 链队列 队列 3
895 整型 变量 60
896 整型 编译 14
897 后缀表示 整型 2
898 编译 内存 60
899 整型 数据 60
900 整型 内存 19
901 整除 运算符 7
902 运算符 参数 32
903 编译 整型 16
904 遍历二叉树 线索 1
905 线索 空指针 2
906 算法 遍历二叉树 4
907 算法 指针 51
908 结点 后继 60
909 二叉树 算法 60
910 二叉树 线索化 28
911 左子树 线索化 3
912 线索 后继 10
913 右子树 线索化 4
914 结点 算法 60
915 线索化 二叉树 25
916 枚举法 集合 1
917 算法 正确性 60
918 枚举法 时间复杂度 8
919 算法 有穷性 9
920 输出 算法 60
921 输入 赋值 24
922 算法 渐进时间复杂度 39
923 时间复杂度 空间复杂度 60
924 算法 可读性 17
925 健壮性 数据 14
926 递归 程序 60
927 递归 集合 28
928 算法 贪心法 11
929 数值计算 表达式 5
930 算法 子集 25
931 子集 结点 19
932 算法 枚举法 7
933 深度优先遍历 深度 13
934 回溯法 深度优先遍历 19
935 回溯法 根结点 12
936 算法 伪代码 60
937 算法 排序 60
938 森林 算法 60
939 链式基数排序 时间复杂度 6
940 静态链表 指针 11
941 最低位优先法 排序 9
942 基数排序 排序 60
943 基数排序 计数排序 10
944 字符串 数据 60
945 基数排序 字符串 13
946 字符串 排序 60
947 计数排序 算法 55
948 字符串 索引 60
949 排序 字符串 60
950 参数 遍历 21
951 字符串 基数排序 22
952 检索 树形结构 6
953 字符串 散列 60
954 结点 字符 60
955 路径 字符 28
956 子树 检索 41
957 数组 字典 26
958 字典 输出 37
959 字典 结点 26
960 数据结构 队列 60
961 集合 子树 30
962 顺序存取 记录 3
963 顺序存取 指针 1
964 文件 随机存取 2
965 顺序存取 数据项 1
966 顺序存取 算法 1
967 随机存取 记录 6
968 记录 集合 41
969 顺序结构 检索 6
970 顺序结构 算法 2
971 顺序文件 顺序存取 1
972 顺序文件 记录 23
973 顺序文件 文件 13
974 顺序文件 检索 4
975 顺序文件 修改 1
976 子集 编码 3
977 编码 输入 60
978 文件 编码 60
979 字符 记录 37
980 文件 输出 60
981 输出 编码 44
982 编码 文件 60
983 伪代码 算法 50
984 伪代码 可读性 9
985 伪代码 程序 34
986 程序 编译 60
987 程序 编码 60
988 伪代码 变量名 6
989 伪代码 变量 8
990 参数 赋值 60
991 先进先出 后进先出 5
992 递归 嵌套调用 7
993 祖先 递归 9
994 双亲 祖先 8
995 祖先 双亲 1
996 集合 后继 4
997 广义表 递归 18
998 递归算法 算法 42
999 递归 汉诺塔问题 11
1000 快速排序 元素 60
1001 二叉树 子树 60
1002 子树 左子树 60
1003 二叉树 二叉排序树 58
1004 结点 满二叉树 60
1005 结点 二叉树 60
1006 结点 完全二叉树 60
1007 深度 完全二叉树 33
1008 二叉树 无环图 3
1009 二叉树 度 18
1010 连通分量 森林 4
1011 递归 结点 60
1012 根结点 二叉树 60
1013 完全二叉树 深度 60
1014 平衡二叉树 二叉排序树 48
1015 数据元素 子树 9
1016 孩子结点 结点 60
1017 兄弟结点 孩子结点 3
1018 度 子树 10
1019 有序树 子树 11
1020 无序树 子树 6
1021 完全二叉树 结点 60
1022 右孩子 结点 60
1023 线性结构 二叉树 3
1024 左子树 遍历 60
1025 先序遍历 子树 12
1026 中序遍历 子树 7
1027 子树 后序遍历 4
1028 左子树 左孩子 6
1029 右孩子 后继 27
1030 左孩子 前驱 15
1031 中序遍历 线索二叉树 13
1032 线索二叉树 物理结构 3
1033 存储结构 后继 1
1034 结点 左子树 60
1035 后序遍历 结点 36
1036 字符串 回文串 60
1037 回文串 算法 7
1038 入度 算法 3
1039 入度 有向图 7
1040 拓扑排序 入度 11
1041 无向图 有向图 60
1042 有向图 三元组 1
1043 输入 路径 58
1044 关键路径 活动 60
1045 关键路径 元素 4
1046 关键路径 路径 26
1047 顶点 算法 60
1048 AOE网 关键路径 22
1049 有向边 活动 17
1050 顶点 有向边 53
1051 AOE网 顶点 12
1052 输入 AOE网 2
1053 顶点 活动 60
1054 拓扑排序 关键路径 11
1055 关键路径 拓扑排序 9
1056 活动 关键路径 26
1057 中序遍历 遍历二叉树 5
1058 中序遍历 右子树 60
1059 二叉树 中序遍历 60
1060 后序遍历 表达式 4
1061 表达式 操作数 60
1062 中缀表达式 操作数 22
1063 元素 中序遍历 9
1064 后序遍历 递归 47
1065 组合优化 排序 3
1066 组合优化 算法 13
1067 扩充二叉树 空树 1
1068 路径 内部结点 4
1069 后序序列 二叉树 10
1070 二叉树 后序序列 11
1071 二叉树 输出 27
1072 输出 后序序列 2
1073 无向图 删除 9
1074 集合 割点 3
1075 结点 子图 17
1076 割点 集合 12
1077 顶点 割点 48
1078 连通图 顶点 55
1079 连通图 割点 21
1080 回路 有向图 7
1081 结点 入度 29
1082 顶点 有向无环图 5
1083 有向图 有向树 9
1084 有向图 有向无环图 19
1085 有向树 有向图 6
1086 有向无环图 表达式 2
1087 表达式 二叉树 11
1088 表达式 有向无环图 2
1089 二叉树 表达式 10
1090 有向图 生成森林 6
1091 顶点 遍历 60
1092 表达式 活动 1
1093 有向图 关键路径 1
1094 数据 数据类型 60
1095 数据类型 集合 60
1096 关键字 结构类型 3
1097 结构类型 变量 3
1098 结构类型 变量名 2
1099 变量 结构类型 5
1100 元素 内存 60
1101 变量 赋值 60
1102 变量 参数 60
1103 参数 数据 60
1104 参数 形式参数 60
1105 数据类型 参数 46
1106 形式参数 参数 60
1107 编译 数组 60
1108 关键字 参数 60
1109 邻接矩阵 数据 10
1110 邻接矩阵 有向图 39
1111 顶点 元素 52
1112 元素 顶点 38
1113 顺序表 顶点 10
1114 输入 顶点 60
1115 顶点 邻接矩阵 54
1116 有向图 邻接矩阵 40
1117 带权图 邻接矩阵 9
1118 邻接矩阵 存储结构 17
1119 二维数组 顶点 24
1120 邻接矩阵 元素 29
